material_id,material_name,product_family,tds_found,industry_level_1,category_level_2,application_level_3,is_primary_application,application_function_details,validation_status
174,HOT DOG SPICE BLEND,HOT DOG SPICE BLEND,Yes,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,R&D Validated
174,HOT DOG SPICE BLEND,HOT DOG SPICE BLEND,Yes,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,R&D Validated
175,Ketch up oil 1001 - SM,Ketch up oil 1001 - SM,Yes,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,R&D Validated
175,Ketch up oil 1001 - SM,Ketch up oil 1001 - SM,Yes,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,R&D Validated
176,Kofta Spice Blend,Kofta Spice Blend,Yes,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,R&D Validated
176,Kofta Spice Blend,Kofta Spice Blend,Yes,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,R&D Validated
177,Luncheon Spice Blend,Luncheon Spice Blend,Yes,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,R&D Validated
177,Luncheon Spice Blend,Luncheon Spice Blend,Yes,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,R&D Validated
178,Oriental Sausage Spice Blend,Oriental Sausage Spice Blend,Yes,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,R&D Validated
178,Oriental Sausage Spice Blend,Oriental Sausage Spice Blend,Yes,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,R&D Validated
179,Pastrami Spice Blend,Pastrami Spice Blend,Yes,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,R&D Validated
179,Pastrami Spice Blend,Pastrami Spice Blend,Yes,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,R&D Validated
180,Pizza Spice Blend,Pizza Spice Blend,Yes,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,R&D Validated
180,Pizza Spice Blend,Pizza Spice Blend,Yes,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,R&D Validated
181,Roasted Beef Spice Blend,Roasted Beef Spice Blend,Yes,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,R&D Validated
181,Roasted Beef Spice Blend,Roasted Beef Spice Blend,Yes,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,R&D Validated
182,AGLUPECTIN HS-MR,Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
182,AGLUPECTIN HS-MR,Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
183,AGLUPECTIN HS-R-E440(I),Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
183,AGLUPECTIN HS-R-E440(I),Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
184,AGLUPECTIN HS-SB13Z,Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
184,AGLUPECTIN HS-SB13Z,Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
185,Annatto 2.2 WS 1KG,Annatto Natural Color,Not found for any variants,Dairy,Cheese,Processed Cheese,Yes,Stable yellow-to-orange coloration (Bixin / Norbixin) with high milk protein affinity.,Analyst Proposed
185,Annatto 2.2 WS 1KG,Annatto Natural Color,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,No,Delivers bright golden cheese and butter hues on snack dusting.,Analyst Proposed
186,Annatto 4% WS 1kg,Annatto Natural Color,Not found for any variants,Dairy,Cheese,Processed Cheese,Yes,Stable yellow-to-orange coloration (Bixin / Norbixin) with high milk protein affinity.,Analyst Proposed
186,Annatto 4% WS 1kg,Annatto Natural Color,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,No,Delivers bright golden cheese and butter hues on snack dusting.,Analyst Proposed
187,Annatto Turmeric,Annatto Natural Color,Not found for any variants,Dairy,Cheese,Processed Cheese,Yes,Stable yellow-to-orange coloration (Bixin / Norbixin) with high milk protein affinity.,Analyst Proposed
187,Annatto Turmeric,Annatto Natural Color,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,No,Delivers bright golden cheese and butter hues on snack dusting.,Analyst Proposed
188,Annatto WS 2.2 % 5 KG,Annatto Natural Color,Not found for any variants,Dairy,Cheese,Processed Cheese,Yes,Stable yellow-to-orange coloration (Bixin / Norbixin) with high milk protein affinity.,Analyst Proposed
188,Annatto WS 2.2 % 5 KG,Annatto Natural Color,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,No,Delivers bright golden cheese and butter hues on snack dusting.,Analyst Proposed
189,Annatto WS 3.50 %,Annatto Natural Color,Not found for any variants,Dairy,Cheese,Processed Cheese,Yes,Stable yellow-to-orange coloration (Bixin / Norbixin) with high milk protein affinity.,Analyst Proposed
189,Annatto WS 3.50 %,Annatto Natural Color,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,No,Delivers bright golden cheese and butter hues on snack dusting.,Analyst Proposed
190,Annatto WS 4 % 5 KG,Annatto Natural Color,Not found for any variants,Dairy,Cheese,Processed Cheese,Yes,Stable yellow-to-orange coloration (Bixin / Norbixin) with high milk protein affinity.,Analyst Proposed
190,Annatto WS 4 % 5 KG,Annatto Natural Color,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,No,Delivers bright golden cheese and butter hues on snack dusting.,Analyst Proposed
191,Antifoam,Antifoam Compounds,"No, but copied variant",Beverages,Processing & Bottling,Carbonated Bottling & Juice Degassing,Yes,Rapid foam knockdown during carbonated beverage bottling and thermal fruit juice processing.,Analyst Proposed
191,Antifoam,Antifoam Compounds,"No, but copied variant",Dairy,Reconstitution & Milk Processing,Reconstituted Milk & Whey Processing,No,Suppresses foam formation during high-shear milk powder reconstitution and whey separation.,Analyst Proposed
191,Antifoam,Antifoam Compounds,"No, but copied variant","Sauces, Condiments & Dressings",Sauces & Starch Cooking,Ketchup & Starch Washing,No,"Bubble suppression during sauce cooking, starch gelatinization, and potato washing.",Analyst Proposed
192,Ascorbic Acid China,Ascorbic Acid China,"No, and doesn't have variants",Dairy,Cheese & Dairy Systems,Processed Cheese & Dairy Spreads,Yes,Standardized food grade functional ingredient.,Analyst Proposed
193,Beet root extract,Beet Root Color,"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages,Yes,Heat- and light-stable vivid cured pink-to-red hue in frankfurters and sausages.,Analyst Proposed
193,Beet root extract,Beet Root Color,"No, and doesn't have variants",Dairy,Fermented Dairy,Yogurt,No,Vivid strawberry and cherry coloration in yogurts and dairy desserts.,Analyst Proposed
194,Blackcurrant Anthocyanin,Anthocyanin Natural Color,Not found for any variants,Meat & Poultry,Processed Meat,Emulsified Sausages,Yes,Heat- and light-stable vivid cured pink-to-red hue in frankfurters and sausages.,Analyst Proposed
194,Blackcurrant Anthocyanin,Anthocyanin Natural Color,Not found for any variants,Dairy,Fermented Dairy,Yogurt,No,Vivid strawberry and cherry coloration in yogurts and dairy desserts.,Analyst Proposed
195,Blackcurrant Anthocyanin 20 KG,Anthocyanin Natural Color,Not found for any variants,Meat & Poultry,Processed Meat,Emulsified Sausages,Yes,Heat- and light-stable vivid cured pink-to-red hue in frankfurters and sausages.,Analyst Proposed
195,Blackcurrant Anthocyanin 20 KG,Anthocyanin Natural Color,Not found for any variants,Dairy,Fermented Dairy,Yogurt,No,Vivid strawberry and cherry coloration in yogurts and dairy desserts.,Analyst Proposed
196,Calcium Chloride-25kg,Calcium Chloride-25kg,"No, and doesn't have variants",Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,"Provides crisp tart acidity, enhances fruit flavor perception, and regulates formulation pH.",Analyst Proposed
196,Calcium Chloride-25kg,Calcium Chloride-25kg,"No, and doesn't have variants",Dairy,Cheese,Processed Cheese,No,Buffering salt assisting calcium chelation and protein emulsification.,Analyst Proposed
197,Calcium Propionate China-25kg,Calcium Propionate,Not found for any variants,Bakery,Bread,Sliced Bread / Buns / Rolls,Yes,"Inhibits mold (Aspergillus, Penicillium) extending shelf-life by 7-14 days.",Analyst Proposed
198,Calcium Propionate Macco-20kg,Calcium Propionate,Not found for any variants,Bakery,Bread,Sliced Bread / Buns / Rolls,Yes,"Inhibits mold (Aspergillus, Penicillium) extending shelf-life by 7-14 days.",Analyst Proposed
199,Capsicum Oleoresin 1000,Capsicum Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,Analyst Proposed
199,Capsicum Oleoresin 1000,Capsicum Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,Analyst Proposed
200,Capsicum Oleoresin 1002,Capsicum Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,Analyst Proposed
200,Capsicum Oleoresin 1002,Capsicum Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,Analyst Proposed
201,Capsicum Oleoresin 1003,Capsicum Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,Analyst Proposed
201,Capsicum Oleoresin 1003,Capsicum Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,Analyst Proposed
202,"Capsicum Oleoresin 500,000 SHU",Capsicum Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,Analyst Proposed
202,"Capsicum Oleoresin 500,000 SHU",Capsicum Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,Analyst Proposed
203,Caramel (E150D),Caramel Color,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Imparts deep amber to dark brown coloration with excellent acid stability.,Analyst Proposed
203,Caramel (E150D),Caramel Color,Not found for any variants,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Provides dark rich brown color in soy sauces and BBQ glazes.,Analyst Proposed
204,Caramel liquid Type E150A 30KG,Caramel Color,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Imparts deep amber to dark brown coloration with excellent acid stability.,Analyst Proposed
204,Caramel liquid Type E150A 30KG,Caramel Color,Not found for any variants,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Provides dark rich brown color in soy sauces and BBQ glazes.,Analyst Proposed
205,Caramel Liquid Type E150D,Caramel Color,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Imparts deep amber to dark brown coloration with excellent acid stability.,Analyst Proposed
205,Caramel Liquid Type E150D,Caramel Color,Not found for any variants,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Provides dark rich brown color in soy sauces and BBQ glazes.,Analyst Proposed
206,Caramel Liquid Type E150D 30KG,Caramel Color,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Imparts deep amber to dark brown coloration with excellent acid stability.,Analyst Proposed
206,Caramel Liquid Type E150D 30KG,Caramel Color,Not found for any variants,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Provides dark rich brown color in soy sauces and BBQ glazes.,Analyst Proposed
207,Caramel Powder (E150D),Caramel Color,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Imparts deep amber to dark brown coloration with excellent acid stability.,Analyst Proposed
207,Caramel Powder (E150D),Caramel Color,Not found for any variants,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Provides dark rich brown color in soy sauces and BBQ glazes.,Analyst Proposed
208,Caramel powder Type E150A 20KG,Caramel Color,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Imparts deep amber to dark brown coloration with excellent acid stability.,Analyst Proposed
208,Caramel powder Type E150A 20KG,Caramel Color,Not found for any variants,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Provides dark rich brown color in soy sauces and BBQ glazes.,Analyst Proposed
209,Caramel powder Type E150c 20KG,Caramel Color,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Imparts deep amber to dark brown coloration with excellent acid stability.,Analyst Proposed
209,Caramel powder Type E150c 20KG,Caramel Color,Not found for any variants,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Provides dark rich brown color in soy sauces and BBQ glazes.,Analyst Proposed
210,Caramel powder Type E150d 20KG,Caramel Color,Not found for any variants,Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,Imparts deep amber to dark brown coloration with excellent acid stability.,Analyst Proposed
210,Caramel powder Type E150d 20KG,Caramel Color,Not found for any variants,"Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Provides dark rich brown color in soy sauces and BBQ glazes.,Analyst Proposed
211,Cardamom Oleoresin 1002,Cardamom Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,Analyst Proposed
211,Cardamom Oleoresin 1002,Cardamom Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,Analyst Proposed
212,Carmine WS 50 %,Carmine Natural Color,"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages,Yes,Heat- and light-stable vivid cured pink-to-red hue in frankfurters and sausages.,Analyst Proposed
212,Carmine WS 50 %,Carmine Natural Color,"No, and doesn't have variants",Dairy,Fermented Dairy,Yogurt,No,Vivid strawberry and cherry coloration in yogurts and dairy desserts.,Analyst Proposed
